Stream,Core Subjects,Optional Subject,Hobbies,Extracurricular Activities,Preferred Career,Possible Courses
Science_PCMB,"Physics, Chemistry, Math, Biology",Computer Science,Dance,Stock Club,IT Specialist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Physical Education,Painting,NCC,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Informatics Practices,Gaming,Athletics,Researcher,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Arts,"History, Political Science, Sociology",Sociology,Photography,Art Exhibitions,Social Worker,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Science_PCB,"Physics, Chemistry, Biology",Informatics Practices,Coding,Robotics Club,Researcher,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCM,"Physics, Chemistry, Math",Informatics Practices,Sports,Entrepreneurship Club,Data Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Commerce,"Accounts, Business Studies, Economics",Informatics Practices,Poetry,NCC,Economist,"Actuarial Science, B.Com (Hons), B.P.Ed, B.Sc (Sports Science), BBA, BBA (Business Analytics)"
Arts,"History, Political Science, Sociology",Physical Education,Writing,MUN,Artist,"B.P.Ed, B.Sc (Sports Science), BA (Education), BA (English), BA (Fine Arts), BA (History)"
Arts,"History, Political Science, Sociology",Psychology,Poetry,Debate Club,Teacher,"B.Ed, BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism)"
Arts,"History, Political Science, Sociology",Psychology,Theater,Olympiads,Journalist,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Science_PCM,"Physics, Chemistry, Math",Physical Education,Painting,Stock Club,IT Specialist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math)"
Science_PCM,"Physics, Chemistry, Math",Computer Science,Coding,NCC,Doctor,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Commerce,"Accounts, Business Studies, Economics",Physical Education,Sports,Entrepreneurship Club,Financial Analyst,"Actuarial Science, B.Com (Hons), B.P.Ed, B.Sc (Sports Science), BBA, BBA (Finance)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Informatics Practices,Blogging,Entrepreneurship Club,Engineer,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCM,"Physics, Chemistry, Math",Computer Science,Fitness,Stock Club,Researcher,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCM,"Physics, Chemistry, Math",Computer Science,Photography,Science Fair,Engineer,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Commerce,"Accounts, Business Studies, Economics",Physical Education,Writing,Stock Club,Economist,"Actuarial Science, B.Com (Hons), BBA, BBA (Finance), CA, CMA"
Science_PCM,"Physics, Chemistry, Math",Biology,Blogging,Athletics,Biotechnologist,"B.P.Ed, B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math)"
Science_PCM,"Physics, Chemistry, Math",Informatics Practices,Blogging,Drama Club,Researcher,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Arts,"History, Political Science, Sociology",Sociology,Writing,NCC,Historian,"B.P.Ed, B.Sc (Sports Science), BA (Education), BA (English), BA (Fine Arts), BA (History)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Computer Science,Investing,MUN,Data Scientist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCB,"Physics, Chemistry, Biology",Physical Education,Theater,Robotics Club,Researcher,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCB,"Physics, Chemistry, Biology",Biology,Dance,Art Exhibitions,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Computer Science,Writing,Athletics,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Commerce,"Accounts, Business Studies, Economics",Physical Education,Fitness,Art Exhibitions,Chartered Accountant,"Actuarial Science, B.Com (Hons), B.P.Ed, B.Sc (Sports Science), BBA, BBA (Finance)"
Commerce,"Accounts, Business Studies, Economics",Math,Writing,Science Fair,Entrepreneur,"Actuarial Science, B.Com (Hons), B.Sc (Statistics), BBA, BBA (Business Analytics), BBA (Finance)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Computer Science,Coding,Robotics Club,IT Specialist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math), B.Sc (Nursing)"
Science_PCB,"Physics, Chemistry, Biology",Physical Education,Investing,Robotics Club,Data Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Biology,Blogging,Entrepreneurship Club,Data Scientist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCB,"Physics, Chemistry, Biology",Biology,Theater,MUN,IT Specialist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Computer Science,Photography,Entrepreneurship Club,Biotechnologist,"B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Biology,Theater,Robotics Club,Data Scientist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Arts,"History, Political Science, Sociology",Psychology,Poetry,Science Fair,Historian,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Science_PCB,"Physics, Chemistry, Biology",Physical Education,Dance,Athletics,Data Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Commerce,"Accounts, Business Studies, Economics",Physical Education,Investing,NCC,Financial Analyst,"Actuarial Science, B.Com (Hons), B.P.Ed, B.Sc (Sports Science), BBA, BBA (Finance)"
Science_PCB,"Physics, Chemistry, Biology",Biology,Fitness,Drama Club,Biotechnologist,"B.P.Ed, B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Biology,Music,MUN,Engineer,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Arts,"History, Political Science, Sociology",Psychology,Music,NCC,Psychologist,"B.P.Ed, B.Sc (Sports Science), BA (Education), BA (English), BA (Fine Arts), BA (History)"
Science_PCB,"Physics, Chemistry, Biology",Informatics Practices,Chess,NCC,IT Specialist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math)"
Science_PCM,"Physics, Chemistry, Math",Computer Science,Dance,Athletics,IT Specialist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math)"
Science_PCM,"Physics, Chemistry, Math",Physical Education,Investing,Debate Club,IT Specialist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math)"
Science_PCB,"Physics, Chemistry, Biology",Physical Education,Sports,Athletics,Engineer,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Arts,"History, Political Science, Sociology",Sociology,Theater,Literature Fest,Lawyer,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Science_PCM,"Physics, Chemistry, Math",Physical Education,Blogging,Debate Club,Researcher,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCB,"Physics, Chemistry, Biology",Biology,Coding,Music Band,Data Scientist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCM,"Physics, Chemistry, Math",Biology,Gaming,Drama Club,Engineer,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Physical Education,Writing,Literature Fest,Doctor,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Commerce,"Accounts, Business Studies, Economics",Entrepreneurship,Photography,Drama Club,Entrepreneur,"Actuarial Science, B.Com (Hons), BBA, BBA (Business Analytics), BBA (Finance), CA"
Commerce,"Accounts, Business Studies, Economics",Math,Theater,Entrepreneurship Club,Business Manager,"Actuarial Science, B.Com (Hons), B.Sc (Statistics), BBA, BBA (Finance), CA"
Science_PCB,"Physics, Chemistry, Biology",Informatics Practices,Gaming,Science Fair,Biotechnologist,"B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Commerce,"Accounts, Business Studies, Economics",Informatics Practices,Dance,Olympiads,Chartered Accountant,"Actuarial Science, B.Com (Hons), BBA, BBA (Business Analytics), BBA (Finance), BCA"
Science_PCM,"Physics, Chemistry, Math",Informatics Practices,Sports,Entrepreneurship Club,Researcher,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Arts,"History, Political Science, Sociology",Sociology,Fitness,Music Band,Social Worker,"B.P.Ed, B.Sc (Sports Science), BA (Education), BA (English), BA (Fine Arts), BA (History)"
Science_PCB,"Physics, Chemistry, Biology",Computer Science,Sports,Art Exhibitions,Doctor,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Computer Science,Dance,Literature Fest,Engineer,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCM,"Physics, Chemistry, Math",Physical Education,Music,Literature Fest,Engineer,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCB,"Physics, Chemistry, Biology",Computer Science,Gaming,MUN,Biotechnologist,"B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCM,"Physics, Chemistry, Math",Physical Education,Music,Entrepreneurship Club,Researcher,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCM,"Physics, Chemistry, Math",Computer Science,Dance,Debate Club,IT Specialist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math), B.Sc (Nursing)"
Commerce,"Accounts, Business Studies, Economics",Informatics Practices,Fitness,Olympiads,Chartered Accountant,"Actuarial Science, B.Com (Hons), B.P.Ed, B.Sc (Sports Science), BBA, BBA (Business Analytics)"
Science_PCB,"Physics, Chemistry, Biology",Informatics Practices,Poetry,Stock Club,Biotechnologist,"B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Informatics Practices,Poetry,Robotics Club,Doctor,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Arts,"History, Political Science, Sociology",Psychology,Photography,Robotics Club,Lawyer,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Science_PCM,"Physics, Chemistry, Math",Computer Science,Theater,Entrepreneurship Club,IT Specialist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math), B.Sc (Nursing)"
Arts,"History, Political Science, Sociology",Sociology,Coding,Art Exhibitions,Teacher,"B.Ed, BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism)"
Commerce,"Accounts, Business Studies, Economics",Entrepreneurship,Dance,Music Band,Entrepreneur,"Actuarial Science, B.Com (Hons), BBA, BBA (Business Analytics), BBA (Finance), CA"
Science_PCB,"Physics, Chemistry, Biology",Informatics Practices,Photography,Science Fair,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Arts,"History, Political Science, Sociology",Sociology,Poetry,Olympiads,Lawyer,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Science_PCB,"Physics, Chemistry, Biology",Physical Education,Coding,NCC,IT Specialist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math)"
Commerce,"Accounts, Business Studies, Economics",Informatics Practices,Photography,Olympiads,Economist,"Actuarial Science, B.Com (Hons), BBA, BBA (Business Analytics), BBA (Finance), BCA"
Science_PCB,"Physics, Chemistry, Biology",Informatics Practices,Theater,MUN,IT Specialist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Biology,Fitness,Stock Club,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCB,"Physics, Chemistry, Biology",Biology,Blogging,Music Band,Researcher,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Arts,"History, Political Science, Sociology",Fine Arts,Chess,MUN,Psychologist,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Arts,"History, Political Science, Sociology",Psychology,Sports,Olympiads,Social Worker,"B.P.Ed, B.Sc (Sports Science), BA (Education), BA (English), BA (Fine Arts), BA (History)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Informatics Practices,Coding,Olympiads,Doctor,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCM,"Physics, Chemistry, Math",Physical Education,Poetry,Stock Club,Biotechnologist,"B.P.Ed, B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math)"
Science_PCB,"Physics, Chemistry, Biology",Physical Education,Poetry,NCC,Data Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Physical Education,Sports,NCC,Researcher,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Informatics Practices,Blogging,Art Exhibitions,Biotechnologist,"B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Commerce,"Accounts, Business Studies, Economics",Physical Education,Gaming,Literature Fest,Entrepreneur,"Actuarial Science, B.Com (Hons), BBA, BBA (Business Analytics), BBA (Finance), CA"
Science_PCMB,"Physics, Chemistry, Math, Biology",Computer Science,Painting,Art Exhibitions,IT Specialist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math), B.Sc (Nursing)"
Science_PCM,"Physics, Chemistry, Math",Computer Science,Dance,Science Fair,Engineer,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Physical Education,Blogging,Science Fair,Doctor,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Computer Science,Photography,Athletics,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCB,"Physics, Chemistry, Biology",Physical Education,Fitness,Entrepreneurship Club,Researcher,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Informatics Practices,Investing,Drama Club,Researcher,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Commerce,"Accounts, Business Studies, Economics",Physical Education,Writing,Stock Club,Economist,"Actuarial Science, B.Com (Hons), BBA, BBA (Finance), CA, CMA"
Science_PCB,"Physics, Chemistry, Biology",Computer Science,Dance,NCC,IT Specialist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math)"
Science_PCB,"Physics, Chemistry, Biology",Biology,Fitness,Debate Club,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCM,"Physics, Chemistry, Math",Biology,Investing,Debate Club,IT Specialist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math), B.Sc (Nursing)"
Science_PCB,"Physics, Chemistry, Biology",Computer Science,Gaming,Stock Club,Doctor,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCM,"Physics, Chemistry, Math",Computer Science,Fitness,Drama Club,Data Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCM,"Physics, Chemistry, Math",Physical Education,Theater,Drama Club,Engineer,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCM,"Physics, Chemistry, Math",Physical Education,Coding,Debate Club,Biotechnologist,"B.P.Ed, B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Informatics Practices,Coding,NCC,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Commerce,"Accounts, Business Studies, Economics",Informatics Practices,Gaming,MUN,Business Manager,"Actuarial Science, B.Com (Hons), BBA, BBA (Business Analytics), BBA (Finance), BCA"
Science_PCB,"Physics, Chemistry, Biology",Computer Science,Poetry,Athletics,Biotechnologist,"B.P.Ed, B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Informatics Practices,Blogging,Literature Fest,IT Specialist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math), B.Sc (Nursing)"
Science_PCM,"Physics, Chemistry, Math",Informatics Practices,Photography,Drama Club,Biotechnologist,"B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCB,"Physics, Chemistry, Biology",Computer Science,Blogging,Entrepreneurship Club,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCM,"Physics, Chemistry, Math",Biology,Gaming,Music Band,IT Specialist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math), B.Sc (Nursing)"
Commerce,"Accounts, Business Studies, Economics",Physical Education,Coding,Entrepreneurship Club,Chartered Accountant,"Actuarial Science, B.Com (Hons), BBA, BBA (Finance), CA, CMA"
Science_PCB,"Physics, Chemistry, Biology",Biology,Sports,Music Band,Researcher,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Biology,Fitness,Debate Club,Doctor,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCB,"Physics, Chemistry, Biology",Physical Education,Blogging,Debate Club,Engineer,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Biology,Writing,Art Exhibitions,Engineer,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCB,"Physics, Chemistry, Biology",Computer Science,Investing,Stock Club,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Commerce,"Accounts, Business Studies, Economics",Math,Blogging,Science Fair,Business Manager,"Actuarial Science, B.Com (Hons), B.Sc (Statistics), BBA, BBA (Finance), CA"
Science_PCB,"Physics, Chemistry, Biology",Physical Education,Theater,NCC,Data Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Commerce,"Accounts, Business Studies, Economics",Informatics Practices,Investing,Stock Club,Chartered Accountant,"Actuarial Science, B.Com (Hons), BBA, BBA (Business Analytics), BBA (Finance), BCA"
Arts,"History, Political Science, Sociology",Physical Education,Coding,MUN,Historian,"B.P.Ed, B.Sc (Sports Science), BA (Education), BA (English), BA (Fine Arts), BA (History)"
Science_PCB,"Physics, Chemistry, Biology",Biology,Painting,Athletics,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Arts,"History, Political Science, Sociology",Sociology,Investing,Art Exhibitions,Journalist,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Physical Education,Sports,Olympiads,Data Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Arts,"History, Political Science, Sociology",Sociology,Photography,Science Fair,Teacher,"B.Ed, BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism)"
Arts,"History, Political Science, Sociology",Sociology,Gaming,Literature Fest,Artist,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Computer Science,Dance,MUN,Engineer,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Computer Science,Photography,Stock Club,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCB,"Physics, Chemistry, Biology",Physical Education,Painting,Art Exhibitions,Engineer,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCM,"Physics, Chemistry, Math",Biology,Blogging,Drama Club,Data Scientist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Biology,Writing,MUN,Doctor,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Commerce,"Accounts, Business Studies, Economics",Physical Education,Fitness,NCC,Business Manager,"Actuarial Science, B.Com (Hons), B.P.Ed, B.Sc (Sports Science), BBA, BBA (Finance)"
Commerce,"Accounts, Business Studies, Economics",Math,Coding,MUN,Economist,"Actuarial Science, B.Com (Hons), B.Sc (Statistics), BBA, BBA (Finance), CA"
Arts,"History, Political Science, Sociology",Fine Arts,Music,Athletics,Social Worker,"B.P.Ed, B.Sc (Sports Science), BA (Education), BA (English), BA (Fine Arts), BA (History)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Physical Education,Coding,Robotics Club,IT Specialist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math)"
Commerce,"Accounts, Business Studies, Economics",Math,Dance,NCC,Financial Analyst,"Actuarial Science, B.Com (Hons), B.P.Ed, B.Sc (Sports Science), B.Sc (Statistics), BBA"
Arts,"History, Political Science, Sociology",Psychology,Theater,Music Band,Psychologist,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Science_PCB,"Physics, Chemistry, Biology",Informatics Practices,Blogging,Robotics Club,IT Specialist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math), B.Sc (Nursing)"
Science_PCB,"Physics, Chemistry, Biology",Biology,Writing,Music Band,Data Scientist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Commerce,"Accounts, Business Studies, Economics",Entrepreneurship,Sports,Literature Fest,Chartered Accountant,"Actuarial Science, B.Com (Hons), B.P.Ed, B.Sc (Sports Science), BBA, BBA (Finance)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Informatics Practices,Poetry,Stock Club,Researcher,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Commerce,"Accounts, Business Studies, Economics",Informatics Practices,Sports,MUN,Financial Analyst,"Actuarial Science, B.Com (Hons), B.P.Ed, B.Sc (Sports Science), BBA, BBA (Business Analytics)"
